"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=pilosa&show=full"
"Access Time","Fri 2017-03-10 17:36:31 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","pilosa"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.105"
"Records Found","865"
"Records Returned","865"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"197448","occ","","","20342","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Hibbard and Dalquest","1966","1899","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-99.500000","33.750000","Gilliland","","","US","Texas","Knox and Baylor","based on political unit","2","","","gp_mid","-99.14","33.99","101","US","","Seymour","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","general faunal unit that includes the Burnett Quarry (see); lists are kept separate because the Burnett Quarry was discovered in 1978, thus the two collections are independent","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197491","occ","9492","","20347","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-102.500000","42.700001","Gordon Fossil Quarry (UNSM Sd-5)","","Gordon Quarry West; UNSM Sh-5","US","Nebraska","Sheridan","based on political unit","1","small collection","","gp_mid","-102.10","42.94","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197536","occ","","","20350","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-82.566666","29.683332","Haile 16A","","","US","Florida","Alachua","stated in text","minutes","","6 km NE of Newberry\nexact coordinate given by Ruez 2005","gp_mid","-82.19","29.85","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","replaces earlier list of MacFadden 1982 for Haile XVI, which included no taxa not present here","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197537","occ","","","20350","Megalonyx wheatleyi","species","48038","","Megalonyx wheatleyi","","species","48038","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-82.566666","29.683332","Haile 16A","","","US","Florida","Alachua","stated in text","minutes","","6 km NE of Newberry\nexact coordinate given by Ruez 2005","gp_mid","-82.19","29.85","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","replaces earlier list of MacFadden 1982 for Haile XVI, which included no taxa not present here","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197538","occ","9507","","20350","Eremotherium eomigrans","species","46311","","Eremotherium eomigrans","","species","46311","Irvingtonian","","1.8","0.3","De Iuliis and Cartelle","1999","1357","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","","","-82.566666","29.683332","Haile 16A","","","US","Florida","Alachua","stated in text","minutes","","6 km NE of Newberry\nexact coordinate given by Ruez 2005","gp_mid","-82.19","29.85","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","replaces earlier list of MacFadden 1982 for Haile XVI, which included no taxa not present here","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197568","occ","","","20351","Eremotherium sp.","genus","43611","","Eremotherium","","genus","43611","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","","","-82.099998","29.799999","Haile 21A","","","US","Florida","Alachua","based on political unit","1","","5 km NE of Newberry","gp_mid","-81.72","29.97","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","replaces earlier, incomplete list of Morgan 1991","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197598","occ","9514","","20353","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-97.599998","38.299999","Hammann Gravel Pit","","","US","Kansas","McPherson","based on political unit","1","","","gp_mid","-97.21","38.53","101","US","","McPherson","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","see also Hibbard 1952","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197599","occ","","","20353","Paramylodon cf. harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Semken","1966","3099","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-97.599998","38.299999","Hammann Gravel Pit","","","US","Kansas","McPherson","based on political unit","1","","","gp_mid","-97.21","38.53","101","US","","McPherson","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","see also Hibbard 1952","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197704","occ","","","20372","Mylodontidae indet.","family","43629","","Mylodontidae","","family","43629","Irvingtonian","","1.8","0.3","Malde and Powers","1962","2401","Chordata","Mammalia","Xenarthra","Mylodontidae","","","","","","-118.000000","43.000000","Hart Creek","","","US","Idaho","Owyhee","based on political unit","1","","tributary of Castle Creek between Grand View and Murphy","gp_mid","-117.53","43.22","129","US","FED","Black Mesa Gravel","","","","","Hgrmn","4200","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","assignment to this stratigraphic unit is tentative","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197716","occ","9538","","20375","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-102.500000","42.700001","Hay Springs Fossil Quarry (UNSM Sd-1)","","UNSM Sh-1","US","Nebraska","Sheridan","based on political unit","1","small collection","","gp_mid","-102.10","42.94","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","""Microtus pennsylvanicus"" is an intrusive: Kurten and Anderson 1980","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197745","occ","","","20382","Megalonyx ? jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Irvingtonian","","1.8","0.3","Dalquest","1977","1310","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-98.900002","34.400002","Holloman Gravel Pit","","Frederick","US","Oklahoma","Tillman","based on political unit","1","","1 mi N of Frederick","gp_mid","-98.53","34.63","101","US","","","","","","","","","","","","","","","gravel","","","","","","","","","","fluvial indet.","","terrace deposit","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying","TMM","","","","","","","","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197746","occ","9548","","20382","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-98.900002","34.400002","Holloman Gravel Pit","","Frederick","US","Oklahoma","Tillman","based on political unit","1","","1 mi N of Frederick","gp_mid","-98.53","34.63","101","US","","","","","","","","","","","","","","","gravel","","","","","","","","","","fluvial indet.","","terrace deposit","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying","TMM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197777","occ","","","20384","Megalonyx leptostomus","species","48026","","Megalonyx leptostomus","","species","48026","Blancan","","4.9","1.8","Webb and Wilkins","1984","3580","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-82.680000","29.000000","Inglis IA","","Inglis 1A; UF locality CI001","US","Florida","Citrus","stated in text","degrees","small collection","2.5 km southwest of Inglis","gp_mid","-81.55","29.50","109","US","","","","","","","","","","","","","latest Blancan, ca. 1.6-1.9 Ma","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","said to be ""earliest Irvingtonian""\n""Tremarctos floridanus"" is not actually present: Emslie 1995\n""Conepatus leuconotus"" is omitted by Morgan and Hulbert 1995  and Ruez 2001, and was listed as ""a mistake"" by Webb 1974a according to  Martin 1978","terrestrial","","actively mobile","arboreal","","folivore","viviparous","","hydroxyapatite","","",""
"197778","occ","9558","","20384","Eremotherium eomigrans","species","46311","","Eremotherium eomigrans","","species","46311","Blancan","","4.9","1.8","De Iuliis and Cartelle","1999","1357","Chordata","Mammalia","Xenarthra","Megatheriidae","Eremotherium","","","","","-82.680000","29.000000","Inglis IA","","Inglis 1A; UF locality CI001","US","Florida","Citrus","stated in text","degrees","small collection","2.5 km southwest of Inglis","gp_mid","-81.55","29.50","109","US","","","","","","","","","","","","","latest Blancan, ca. 1.6-1.9 Ma","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","said to be ""earliest Irvingtonian""\n""Tremarctos floridanus"" is not actually present: Emslie 1995\n""Conepatus leuconotus"" is omitted by Morgan and Hulbert 1995  and Ruez 2001, and was listed as ""a mistake"" by Webb 1974a according to  Martin 1978","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197779","occ","9559","","20384","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Blancan","","4.9","1.8","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-82.680000","29.000000","Inglis IA","","Inglis 1A; UF locality CI001","US","Florida","Citrus","stated in text","degrees","small collection","2.5 km southwest of Inglis","gp_mid","-81.55","29.50","109","US","","","","","","","","","","","","","latest Blancan, ca. 1.6-1.9 Ma","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","said to be ""earliest Irvingtonian""\n""Tremarctos floridanus"" is not actually present: Emslie 1995\n""Conepatus leuconotus"" is omitted by Morgan and Hulbert 1995  and Ruez 2001, and was listed as ""a mistake"" by Webb 1974a according to  Martin 1978","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197816","occ","","","20385","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Ruez","2001","3872","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","154","specimens","-82.668053","29.011944","Inglis 1C","","FLMNH CI019","US","Florida","Citrus","stated in text","seconds","small collection","2 km SSW of Inglis; sinkhole is ""5 m in diameter""","gp_mid","-82.29","29.18","109","US","","","","","member","","","","","","","","said to be early Irvingtonian; sinkhole is ""3.5 m deep""","""pale yellow quartz sand""","sandstone","yellow","","","","","","","","","sinkhole","","","macrofossils","","","","","punctures,gastric dissolution","","","body,bone collector","","parautochthonous","time-averaged","","","","","poor","","","","""a single tooth puncture... and partial digestion of a few rodent teeth""; large mammals fell into a sinkhole whereas ""small mammals accumulated as the result of predation by owls""; ""there is a size threshold below which very little fossils are preserved... slightly above 1 mm"" ","taxonomic","","","","","","","","","mentioned by Ruez 1998","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
